smiles,pert_iname,broad_id,activity_model_0,activity_model_1,activity_model_2,activity_model_3,activity_model_4,activity_model_5,activity_model_6,activity_model_7,activity_model_8,activity_model_9
CC[C@@H](C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@@H](NC(=O)[C@@H](CCN)NC(=O)[C@@H](CCN)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CCN)NC1=O)[C@@H](C)O,polymyxin-B-sulfate,BRD-A08641215-065-04-8,0.039050546,0.2609824,0.103859596,0.18203868,0.48206943,0.1029935,0.010760939,0.05173612,0.04007228,0.5514752
CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NC[C@@H](O)CO)c(I)c(C(=O)NC[C@@H](O)CO)c1I)c1c(I)c(C(=O)NC[C@@H](O)CO)c(I)c(C(=O)NC[C@@H](O)CO)c1I,iodixanol,BRD-A08660406-001-05-9,0.001849637,0.001513009,0.024794556,0.0015721223,0.006191602,0.016898856,0.0006604166,0.08655607,0.0026266486,0.041629173
CCNC(=O)CCC(N)C(O)=O,l-theanine,BRD-A08715367-001-01-7,0.017700547,0.012778291,0.023519192,0.038429808,0.014277048,0.10691977,0.04897349,0.05205842,0.019677464,0.13935335
CC(C)=CCC\C(C)=C\CNCCNC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,SQ-109,BRD-A08772153-001-01-6,0.06580166,0.035338435,0.016382173,0.014230758,0.06165947,0.039429273,0.019108614,0.030221464,0.030222917,0.050187558
OC1=c2ccccc2=C(NC2CCCCC2)\C1=C/c1ccccc1,CID-5458317,BRD-A08840375-001-01-3,0.20683952,0.22643101,0.14374907,0.11716051,0.11068451,0.23454864,0.22009555,0.16710491,0.07019785,0.21633181
CO[C@]1(NC(=O)[C@@H](C(O)=O)c2ccc(O)cc2)[C@H]2OCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O,moxalactam,BRD-A08899266-001-06-9,0.713169,0.92553747,0.9729111,0.97957,0.21449412,0.6553044,0.6918296,0.93710154,0.7447543,0.3954519
COC[C@@]1(CO)N2CCC(CC2)C1=O,APR-246,BRD-A09004963-001-01-3,0.50539035,0.6554178,0.69985586,0.668292,0.6127762,0.57220715,0.62603086,0.54919386,0.6715499,0.5743084
CC[C@@](C)(CN(C)C)OC(=O)c1ccccc1,amyleine,BRD-A09062839-003-10-0,0.034711696,0.018920062,0.07301798,0.026649166,0.025578195,0.08766508,0.017373018,0.039613787,0.00987385,0.12373445
CC(C)[C@@]1(O)CCC(C)=CC1,terpinen-4-ol,BRD-A09155491-001-03-9,0.51798666,0.41052413,0.5434392,0.47347137,0.61017156,0.492135,0.6459689,0.72804624,0.5770434,0.44963846
CC(=O)O[C@]1(CCC2C3CCC4=CC(=O)CC[C@@H]4C3CC[C@]12C)C#C,norethindrone acetate,BRD-A09349126-001-10-7,0.025224963,0.03653633,0.024625912,0.008264447,0.028206972,0.11772628,0.009935411,0.016240835,0.0028884532,0.04460779
CC(N)(Cc1ccccc1)c1ccccc1,FPL-12495,BRD-A09368919-001-01-7,0.14054036,0.12922917,0.2672015,0.13788167,0.13547184,0.23644263,0.12478916,0.19585755,0.100659385,0.22860783
CC(=O)N(C[C@@H](O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NC[C@@H](O)CO)c1I,ioxilan,BRD-A09370961-001-01-0,0.009807515,0.010601599,0.039048,0.019747026,0.09461734,0.098109335,0.0014050906,0.19170755,0.0125629315,0.09382227
CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)[C@@H](C)Cc1ccc(OC)cc1,mebeverine,BRD-A09467419-003-22-4,0.0038946986,0.003522652,0.0031477176,0.0059616794,0.0037091114,0.011977113,0.0055844462,0.0058753286,0.0028544746,0.0261915
FC(F)(F)COc1ccc(OCC(F)(F)F)c(c1)C(=O)NCC1CCCCN1,flecainide,BRD-A09472452-015-22-6,0.85892826,0.89720535,0.95674235,0.93772703,0.8693885,0.70838374,0.9171687,0.94060045,0.8744392,0.7815817
O[C@@H](CNc1ccccc1)Cn1c2ccc(Br)cc2c2cc(Br)ccc12,P7C3,BRD-A09487507-001-02-1,0.19103394,0.49246016,0.6549758,0.3970071,0.49714205,0.3654212,0.494928,0.41818464,0.12582509,0.56013775
COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC,verapamil,BRD-A09533288-003-29-6,0.097301446,0.022850567,0.0046005757,0.032267615,0.004924188,0.049839415,0.026182996,0.01810279,0.010576979,0.08797415
Nc1ncnc2n([C@@H]3O[C@@H]4CO[P@](O)(=O)O[C@H]4[C@H]3O)c(Br)nc12,8-bromo-cAMP,BRD-A09554849-236-07-6,0.82205755,0.99905413,0.99996233,0.9972253,0.99999654,0.999928,0.9969863,0.9959544,0.9981079,0.9972863
ClCCN(CCCl)[P@@]1(=O)NCCCO1,cyclophosphamide,BRD-A09722536-001-20-9,0.23755305,0.63719314,0.7285632,0.53570896,0.9290676,0.59890956,0.6969527,0.63752574,0.5559292,0.79838115
CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,boceprevir,BRD-A09735281-001-02-5,0.033726335,0.20192894,0.06813182,0.02586704,0.1832001,0.081819154,0.009770216,0.14411014,0.020014286,0.4332906
CCCCC\C=C\CCC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1Oc1c2Oc3ccc(C[C@H]4NC(=O)[C@H](N)c5ccc(O)c(Oc6cc(O)cc(c6)[C@H](NC4=O)C(=O)N[C@@H]4c(c2)cc1Oc1ccc(cc1Cl)[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O)[C@@H]1NC(=O)[C@H](NC4=O)c2ccc(O)c(c2)-c2c(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc2[C@H](NC1=O)C(O)=O)c5)cc3Cl,teicoplanin-A2-1,BRD-A09761158-001-02-1,0.002295412,1.4693834e-05,0.0014007658,3.7149206e-05,0.0013518693,0.23578818,0.001201545,0.00010861689,0.00035098477,0.20404905
Oc1cc2C(CNCCc2c(Cl)c1O)c1ccccc1,SKF-81297,BRD-A09828896-004-11-0,0.9296514,0.665569,0.8123588,0.71756595,0.8113261,0.7632731,0.7962789,0.7182385,0.681866,0.75048465
CC(C)C[C@@H](NC(=O)[C@H]1CCCN1)C(=O)NCC(N)=O,prolylleucylglycinamide,BRD-A09911125-001-01-4,0.3048734,0.18487942,0.6434018,0.3851387,0.8590495,0.4362247,0.55106384,0.5471814,0.12987208,0.5809612
CCNCC(O)c1cccc(O)c1,etilefrine,BRD-A09925278-003-05-6,0.22312433,0.2209527,0.22637565,0.33879527,0.20351984,0.21641484,0.326349,0.19508313,0.085210636,0.47870657
Cc1c(CCOP(O)(=O)OP(O)(O)=O)sc[n+]1Cc1cnc(C)nc1N,thiamine-pyrophosphate,BRD-A09994331-003-02-4,0.89848346,0.8464873,0.999816,0.9927416,0.9996306,0.99967504,0.83035266,0.9802551,0.9981194,0.98471916
CCC[C@@]1(CCc2ccccc2)CC(=O)[C@@H]([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(cn3)C(F)(F)F)c2)C(=O)O1,tipranavir,BRD-A10039652-001-01-2,0.046456266,0.051734697,0.06161402,0.09675981,0.014738575,0.13592815,0.1703997,0.5966414,0.0100759985,0.36611366
CC(C)NCC(O)COc1cccc2ccccc12,propranolol,BRD-A10070317-003-28-3,0.028005233,0.023669992,0.035783887,0.005964545,0.031592436,0.0658049,0.06967744,0.038873937,0.00581903,0.06847995
Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,adenosine 5-monophosphate,BRD-A10111329-001-04-6,0.96138906,0.99814606,0.99998474,0.9971921,0.999984,0.99988174,0.89700395,0.9981299,0.99951935,0.99855286
CCCCCCCCCCCCCCCC(=O)OC[C@H](CO[P@](O)(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,phosphatidylcholine,BRD-A10131665-001-02-0,0.017879626,0.031141946,0.887968,0.2631333,0.98464763,0.9887593,0.0059990752,0.37127355,0.68578315,0.80073607
C[C@@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,dexamethasone,BRD-A10188456-001-04-9,0.12386931,0.66853034,0.22845022,0.09605571,0.48631704,0.36612424,0.00854869,0.19466811,0.116809525,0.73397166
CC(=O)C1=C(O)[C@@H]2[C@@H]3[C@@H](Cc4cccc5[nH]cc3c45)C(C)(C)N2C1=O,cyclopiazonic-acid,BRD-A10420615-001-04-4,0.63914305,0.4912063,0.38816482,0.39828816,0.29697758,0.5958128,0.8134843,0.2572416,0.5816364,0.5872933
CC1=C([C@@H](CC(=O)N1)c1ccc(cc1)C(F)(F)F)C(=O)Nc1cc2c[nH]nc2cc1F,GSK429286A,BRD-A10523515-001-07-9,0.35765448,0.3272686,0.26402143,0.3990675,0.814337,0.5823156,0.34787536,0.31794468,0.18819678,0.59775686
C[C@H]1O[C@@H]1P(O)(O)=O,fosfomycin calcium,BRD-A10652366-238-04-1,0.68499404,0.9071632,0.80413073,0.7961953,0.78543305,0.65302485,0.5291314,0.7505601,0.846831,0.82688695
C[C@@H](Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,prenylamine,BRD-A10662413-001-13-9,0.29597488,0.1364328,0.0764147,0.121459804,0.1453699,0.15539002,0.24311072,0.1322987,0.18475842,0.18565303
CCC1(Cc2ccccc2O1)C1=NCCN1,efaroxan,BRD-A10739734-003-09-8,0.02500037,0.12309695,0.030271877,0.028119124,0.0645432,0.039293423,0.039529506,0.10041524,0.016958905,0.101785325
CCCCCCCCCCCC(=O)OC[C@@H](O)CO,glycerol-monolaurate,BRD-A10773072-001-03-4,0.031823814,0.14360383,0.1431842,0.16746822,0.1708105,0.22064266,0.24281049,0.32657453,0.23048605,0.49778658
CCn1ccnc1C[C@H]1COc2ccccc2O1,imiloxan,BRD-A10903566-003-07-7,0.1616504,0.31379375,0.2617646,0.2263068,0.24461971,0.3575004,0.36724758,0.24732296,0.18453836,0.37633082
CN1[C@H]2CCC[C@@H]1C[C@@H](C2)NC(=O)c1nn(C)c2ccccc12,granisetron,BRD-A10967948-003-05-5,0.36101544,0.25306296,0.31919777,0.2165932,0.19035232,0.4286608,0.23464356,0.19515383,0.32551253,0.41586486
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,carvedilol,BRD-A10977446-001-12-1,0.06708502,0.084906414,0.16077435,0.10350382,0.16923748,0.22404331,0.08651935,0.06733215,0.081478365,0.1705369
COC1\C=C\OC2(C)Oc3c(C2=O)c2c(O)c(\C=N\N=C\N4CCCCC4)c(NC(=O)\C(C)=C/C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)c(O)c2c(O)c3C,fce-22250,BRD-A10991937-001-01-1,0.97845924,0.9873734,0.9916414,0.9674713,0.98910403,0.9133216,0.9976618,0.9766025,0.9389155,0.92757744
CC(C)(C)c1cc2c(OC(=O)[C@@]2(O)C(F)(F)F)c(c1)C(C)(C)C,rac-BHFF,BRD-A11069678-001-01-8,0.5485366,0.39576417,0.51307076,0.53875035,0.5581907,0.52973294,0.5297602,0.56385684,0.2592251,0.6545916
CN1[C@@H](CC2=C\C(=N\NC(N)=O)C(=O)C=C12)S(O)(=O)=O,carbazochrome,BRD-A11070335-236-02-1,0.9795926,0.985238,0.98673403,0.9452497,0.99634236,0.8901633,0.9330805,0.95785517,0.9286233,0.92462
CCCCCOc1ccc(cc1)-c1cc(no1)-c1ccc(cc1)C(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)C(NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)c1ccc(O)c(OS(O)(=O)=O)c1)[C@H](O)CC(N)=O,micafungin,BRD-A11207520-001-01-4,0.8556892,0.8383713,0.9854219,0.96516263,0.8680371,0.7190446,0.41341704,0.9622262,0.37360042,0.9322288
CCC(C)(O)C#C,meparfylon,BRD-A11662333-001-03-3,0.17071694,0.19673404,0.18748079,0.14177613,0.14813618,0.24870674,0.24990122,0.23090516,0.08609098,0.27851996
N[C@@H](C[C@@H](F)C(O)=O)C(O)=O,BAY-85-8050,BRD-A11731518-001-01-7,0.102701634,0.27991244,0.5279593,0.37301567,0.2804863,0.49327815,0.4975811,0.5654091,0.34157902,0.55982864
C[C@@H]1O[C@@H](O[C@H]2CC[C@]3(C)C4CC[C@]5(C)[C@H](CC[C@]5(O)C4CCC3=C2)c2ccc(=O)oc2)C(O)C(O)[C@H]1O,proscillaridin a,BRD-A11815689-001-01-1,0.64397,0.60490054,0.57128865,0.17132297,0.69218075,0.49044016,0.27264294,0.07351328,0.12493045,0.7677463
CO\N=C(\C(=O)N[C@H]1[C@H]2SCC(C[N+]3(C)CCCC3)=C(N2C1=O)C(O)=O)c1csc(N)n1,cefepime,BRD-A12077521-003-01-5,0.8549375,0.81231296,0.6549683,0.95320994,0.48417205,0.8370898,0.21538207,0.876105,0.75587356,0.81285024
C[C@@H](CCCC(C)(C)O)Nc1nc(Nc2cc(C)n[nH]2)cc(C)c1C#N,TC-A-2317,BRD-A12147465-003-01-4,0.26500595,0.13939087,0.04896988,0.19913912,0.022848865,0.23118266,0.32131484,0.118171714,0.08170921,0.3890039
N[C@@H](CCCNC(N)=O)C(O)=O,L-citrulline,BRD-A12237696-001-04-2,0.1414273,0.24803767,0.28238147,0.28053114,0.24094583,0.32448855,0.30439395,0.41822523,0.20887779,0.4301354
CC(O)=C1C(=O)C=C2Oc3c(c(O)c(C)c(O)c3C(C)=O)[C@@]2(C)C1=O,usniacin-(+),BRD-A12417644-001-06-8,0.7989967,0.7858733,0.8911242,0.7956979,0.98438615,0.8984125,0.627281,0.7689977,0.8639206,0.8204764
O[C@H]1CN[C@@H](C1)C(O)=O,L-hydroxyproline,BRD-A12454076-001-01-9,0.12164812,0.30771837,0.2071073,0.21805377,0.11413962,0.34507674,0.41511586,0.23093534,0.16308196,0.39668217
CC1(C)C(N2[C@@H](CC2=O)S1(=O)=O)C(O)=O,sulbactam,BRD-A12490291-001-01-2,0.29100883,0.6956437,0.5171925,0.65612346,0.6796151,0.614684,0.73346174,0.6777969,0.24617437,0.74552095
COC1CN(CCCOc2ccc(F)cc2)CCC1NC(=O)c1cc(Cl)c(N)cc1OC,cisapride,BRD-A12896037-001-04-3,0.054631047,0.033977505,0.020783745,0.066584535,0.012521092,0.114219196,0.06624788,0.012530191,0.08745142,0.12293877
CC(O)C(NC(=O)C(C)C(O)C(C)NC(=O)C(NC(=O)c1nc(nc(N)c1C)C(CC(N)=O)NCC(N)C(N)=O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1c[nH]cn1)C(=O)NCCc1nc(cs1)-c1nc(cs1)C(=O)NCCC[S+](C)C,bleomycin (sulfate),BRD-A12918100-065-01-8,0.7291496,0.64716834,0.9762379,0.9726183,0.91430986,0.8865512,0.92118084,0.24244405,0.54092455,0.966825
Nc1cccc2C(=O)N([C@H]3CCC(=O)NC3=O)C(=O)c12,pomalidomide,BRD-A12994259-001-02-1,0.3286814,0.32228553,0.38849825,0.6345269,0.09939488,0.540214,0.51712966,0.15582898,0.23426202,0.32891005
CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](C(O)=O)c3ccccc3)C(=O)N2[C@H]1C(O)=O,carbenicillin,BRD-A13078313-304-05-7,0.109809145,0.814096,0.26007512,0.55931056,0.1549062,0.13416827,0.11082485,0.087923355,0.038566835,0.13965073
Cc1c(C)c2O[C@@](C)(COc3ccc(C[C@H]4SC(=O)NC4=O)cc3)CCc2c(C)c1O,troglitazone,BRD-A13084692-001-17-3,0.6313839,0.08435113,0.12249287,0.176838,0.13617603,0.27703828,0.06919602,0.74321556,0.5882949,0.44315955
CC(C)(C)NC[C@@H](O)c1cc(Cl)c(N)c(c1)C(F)(F)F,mabuterol,BRD-A13116749-003-01-6,0.048986837,0.020769974,0.026518343,0.0443526,0.02096133,0.1280333,0.020123376,0.049762893,0.0041788714,0.17748176
COc1cc(Br)c(C[N+]2(CCOCC[C@H]3CC[C@@H]4C[C@H]3C4(C)C)CCOCC2)cc1OC,pinaverium,BRD-A13175897-004-01-0,0.0014584395,0.002312426,0.005923708,0.011414631,0.00089643267,0.023655262,0.0024744775,0.0008348218,0.003471375,0.04748588
COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)C1COc2ccccc2O1,doxazosin mesylate,BRD-A13188892-066-21-5,0.20958036,0.08688535,0.23850513,0.16469553,0.03723511,0.34890985,0.2556366,0.046644688,0.14787896,0.2228039
CC(=C)[C@H]1CCC(CO)=CC1,perillyl-alcohol,BRD-A13323580-001-04-8,0.5876721,0.547627,0.58419746,0.56545854,0.49967918,0.362117,0.6386727,0.6810383,0.70509166,0.52751386
CCC(C)C1NC(=O)C(NC(=O)C(CCNCS(O)(=O)=O)NC(=O)C(CCNC(=O)C(NC(=O)C(CCNCS(O)(=O)=O)NC(=O)C(CCNCS(O)(=O)=O)NC1=O)C(C)O)NC(=O)C(CCNCS(O)(=O)=O)NC(=O)C(NC(=O)C(CCNCS(O)(=O)=O)NC(=O)CCCCC(C)C)C(C)O)C(C)CC,colistimethate sodium,BRD-A13668387-319-04-7,0.11539039,0.90013784,0.21210125,0.28997093,0.21435943,0.120772436,0.07523046,0.023198565,0.037376516,0.6545227
Nc1ncnc2n(C3CCCN(C3)C(=O)C=C)c(=O)n(-c3ccc(Oc4ccccc4)cc3)c12,ono-4059,BRD-A13689093-001-01-8,0.23067777,0.36988792,0.1612521,0.3539539,0.12235313,0.25606096,0.28111425,0.22642711,0.19168383,0.14964327
CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCCC1)c1ccccc1,oxyphenonium,BRD-A14208071-004-19-8,0.000221132,0.0005266407,0.00014023787,0.0006050925,0.00028394183,0.013894445,0.00028808904,0.0004004841,4.869489e-05,0.030527389
C[C@@H](O)CC(C)(C)O,hexylene-glycol,BRD-A14234430-001-01-4,0.03532742,0.05824392,0.061949845,0.073395394,0.048144277,0.094328746,0.06350198,0.123750106,0.046242043,0.1554126
NCC(O)c1ccc(O)cc1,octopamine,BRD-A14240607-003-24-6,0.20622398,0.47121468,0.43321595,0.37625647,0.32510728,0.43918723,0.33122972,0.43102917,0.362075,0.39091715
NC(=N)NC[C@H]1COC2(CCCCC2)O1,guanadrel,BRD-A14262390-001-02-9,0.11240576,0.13303077,0.1317516,0.16729622,0.056538213,0.124174714,0.13094579,0.1517407,0.08860118,0.14498319
C[C@H]1Nc2ccc(Cl)cc2S(=O)(=O)N1,IDRA-21,BRD-A14344385-001-03-2,0.11481153,0.10440333,0.17571613,0.03507477,0.10650307,0.1485552,0.085873865,0.08676023,0.0284594,0.19332248
NC(=O)CCCC[C@H]1CCSS1,lipoamide,BRD-A14440173-001-03-4,0.21410342,0.06689395,0.07469076,0.09472924,0.18890475,0.2289799,0.17378402,0.10888671,0.119328946,0.2327406
Clc1ccc(cn1)C1=CCC[C@H]2CC[C@@H]1N2,UB-165,BRD-A14574269-051-02-2,0.059722792,0.21322724,0.17112873,0.052243512,0.15601714,0.1617899,0.18123819,0.03769971,0.032227427,0.1809165
NC(=O)c1cnc2[nH]ccc2c1N[C@H]1[C@H]2C[C@H]3C[C@@H]1C[C@](O)(C3)C2,peficitinib,BRD-A14577621-001-01-5,0.26337287,0.13541728,0.15248424,0.10116171,0.29567695,0.1521911,0.08244079,0.02337857,0.0702914,0.30929193
N[C@@H](C(O)=O)c1nn[nH]n1,tetrazol-5-yl-glycine-(RS),BRD-A14757586-001-03-2,0.610155,0.4177355,0.6869902,0.51838154,0.6323289,0.5172793,0.5195842,0.59404254,0.7861269,0.44677547
CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,norgestrel,BRD-A14886633-001-01-6,0.63679755,0.1368145,0.7718546,0.014528047,0.049864158,0.5134374,0.008009451,0.025642157,0.015120593,0.058854286
OC(COc1cccc2ncccc12)CN1CCN(CC1)C(=O)C(c1ccccc1)c1ccccc1,dofequidar,BRD-A14941520-051-01-0,0.0032627783,0.005677462,0.0066708643,0.005968674,0.0014038681,0.031945024,0.005296217,0.011727372,0.0012237465,0.027354434
Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H](C(O)C2O)n2cnc3c(N)ncnc23)C(O)C1O,"p1,p4-di(adenosine-5')tetraphosphate ammonium",BRD-A15035311-001-01-8,0.9447117,0.99679,0.99996567,0.9906701,0.99998796,0.9997545,0.78252405,0.9914533,0.9991798,0.998024
CCN(CC)C(=O)C1(CC1CN)c1ccccc1,milnacipran hydrochloride,BRD-A15202882-003-02-7,0.08308481,0.14721215,0.15047248,0.06515607,0.09438365,0.23873825,0.0919012,0.067569524,0.054614723,0.23079668
CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1CC1C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C,fluocinonide,BRD-A15297126-001-04-3,0.25646487,0.92260015,0.53854626,0.27194673,0.9335484,0.40907738,0.117049396,0.90187836,0.6148276,0.8748025
N[C@@H](CSSC[C@@H](N)C(O)=O)C(O)=O,dl-cystine,BRD-A15397381-001-04-9,0.30238953,0.52470446,0.5899282,0.40734833,0.75791776,0.40976802,0.51183844,0.5801559,0.38661364,0.48764682
O[C@@H](CCCN1CCN(CC1)c1ncc(F)cn1)c1ccc(F)cc1,BMY-14802,BRD-A15435692-003-02-3,0.11436521,0.05319809,0.1542664,0.08609599,0.046134885,0.216072,0.09253829,0.09628354,0.13758516,0.139121
CC(C)OC(=O)c1cc2c(OC[C@@H](O)CNC(C)(C)C)cccc2[nH]1,SDZ-21009,BRD-A15530910-001-02-1,0.027445693,0.054666888,0.078111604,0.044401884,0.032373894,0.11643866,0.07391096,0.058973614,0.008824074,0.17479447
CN(C)CC[C@@](O)(c1ccccc1)c1ccccc1Cl,clofedanol,BRD-A15687940-001-05-6,0.026599774,0.04875574,0.063958116,0.056364283,0.014955091,0.11266055,0.038705382,0.02742722,0.011315317,0.09821743
CN1[C@@H](CSCC(F)(F)F)Nc2cc(Cl)c(cc2S1(=O)=O)S(N)(=O)=O,polythiazide,BRD-A15739803-001-01-0,0.82092613,0.7557196,0.903421,0.8182823,0.81636745,0.68181705,0.91183305,0.8570635,0.57255447,0.8853067
CN(C)[C@H]1[C@@H]2C[C@H]3C(C(=O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)C(C(=O)NCNCCCC[C@H](N)C(O)=O)C1=O,lymecycline,BRD-A15750551-001-01-1,0.96640676,0.97876054,0.9639603,0.9972487,0.9609125,0.9467053,0.9930902,0.996786,0.97857463,0.96511436
OC(=O)[C@@H](Cc1cc(=O)[nH]c2ccccc12)NC(=O)c1ccc(Cl)cc1,rebamipide,BRD-A15909516-001-06-6,0.21795815,0.24076071,0.575276,0.36408263,0.37715212,0.4154332,0.309279,0.20352301,0.273741,0.41468006
COC[C@@H](O)Cn1ccnc1[N+]([O-])=O,misonidazole,BRD-A16263897-001-06-6,0.6450737,0.8686728,0.9154712,0.9084859,0.77005726,0.87974113,0.7714362,0.8336778,0.66207254,0.7432459
CC[C@@H](C(O)=O)c1ccc(cc1)N1Cc2ccccc2C1=O,indobufen,BRD-A16296925-001-01-3,0.10583985,0.044894766,0.035299838,0.025219347,0.08066727,0.19249038,0.019038117,0.025410121,0.042944264,0.14962539
CCN(CC)[C@@H](C)CN1c2ccccc2Sc2ccccc12,profenamine,BRD-A16311756-003-08-5,0.6473609,0.6810909,0.30678838,0.7557108,0.8488444,0.51510954,0.8181206,0.37105304,0.7258155,0.65114516
OC(=O)CCCC[C@H]1CCSS1,thioctic-acid,BRD-A16347691-001-13-1,0.10696041,0.050439045,0.058807496,0.11243154,0.080226146,0.22411016,0.14823906,0.0890752,0.12915473,0.22803846
CO[C@H]1C[C@H](OC2[C@H](C)OC(C[C@@H]2OC)O[C@H]2[C@@H](C)\C=C\C=C3/CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O[C@H]5C[C@@H](C\C=C2/C)O[C@@]2(C5)O[C@H](C5CCCCC5)[C@@H](C)C=C2)[C@]34O)O[C@@H](C)[C@@H]1O,doramectin,BRD-A16350940-001-01-9,0.010366073,0.01783005,0.0069300807,0.009688092,0.00016919927,0.039671883,0.41206416,0.0031399569,0.0006166732,0.14787649
C[C@]12CCC3C(CCc4cc(OC5CCCC5)ccc34)C1CC[C@@]2(O)C#C,quinestrol,BRD-A16439188-001-01-1,0.043007873,0.11610484,0.07391448,0.05429202,0.041792825,0.17270939,0.03564302,0.036504406,0.032637857,0.11159513
CC[C@@H](C)c1ccc(NC(=O)Cn2cnc3n(C)c(=O)n(C)c(=O)c23)cc1,TCS-5861528,BRD-A16560607-001-02-5,0.22433838,0.29229286,0.5522795,0.666076,0.14633541,0.37157214,0.1767372,0.6267612,0.38373652,0.46978453
Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1,butoconazole nitrate,BRD-A16665823-008-12-4,0.3613334,0.44262472,0.62610364,0.6677255,0.16546544,0.23043306,0.8482046,0.5159906,0.46626255,0.4364891
CC(C)(c1ccc(OC[C@H]2CO2)cc1)c1ccc(OC[C@H]2CO2)cc1,BADGE,BRD-A16694057-001-06-8,0.5399782,0.814026,0.4384552,0.59579414,0.4409997,0.5838375,0.5394091,0.32837653,0.3284564,0.4480804
CC(COc1ccccc1)NC(C)[C@H](O)c1ccc(O)cc1,isoxsuprine hydrochloride,BRD-A16700644-003-04-4,0.19395688,0.22175954,0.20056428,0.22302948,0.052458365,0.20534436,0.31365886,0.17484708,0.27278024,0.1581819
NC(=O)C1CCCN1C(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1,protirelin,BRD-A16997652-001-02-3,0.35272637,0.39610916,0.18976068,0.2675869,0.27670738,0.4229363,0.5971078,0.32791275,0.245875,0.54728127
C[C@@H](c1nc(cs1)-c1ccc(cc1)C#N)[C@@](O)(Cn1cncn1)c1cc(F)ccc1F,isavuconazole,BRD-A17009129-001-01-3,0.023051597,0.08547524,0.044204835,0.08185029,0.056624897,0.11025175,0.0783018,0.085519336,0.06855174,0.28267938
OC[C@H]1O[C@H](CC1O)n1cnc2[C@H](O)CNC=Nc12,pentostatin,BRD-A17154931-001-01-5,0.8043281,0.27738193,0.79554015,0.6488329,0.19667494,0.7158293,0.70908564,0.47126105,0.59428734,0.692375
CO[C@@H]1CO[C@H]2[C@H](CO[C@@H]12)OC,dimethyl-isosorbide,BRD-A17224697-001-01-0,0.56809616,0.5154697,0.38834497,0.6128316,0.4679884,0.47745857,0.79227066,0.7461646,0.37513807,0.40566918
